contract_address,chain,protocol,method_id,method,unique_executions,%,cum %,,,,,,,,,,
0x1db0f3faa5a241c10e64acd105a2593793fcfa06,eth,,0x5eddd157,,5,,,,,,,,,,,,
0x5f45e48f9c053286ce9ca08db897f8b7eb3f7992,base,,0x095ea7b3,,5,,,,,,,,,,,,
0xa906f338cb21815cbc4bc87ace9e68c87ef8d8f1,arb,,0x64f64467,,5,,,,,,,,,,,,
0xa500b6a65372632fa140a907ce4b4a4b1986ad03,arb,,0xeb3a91c6,,5,,,,,,,,,,,,
0x20dd72ed959b6147912c2e529f0a0c651c33c9ce,ftm,,0x945bcec9,,5,,,,,,,,,,,,
0xcc650b486f723c924370656b509a82bd69526739,bsc,,0x474cf53d,,5,,,,,,,,,,,,
0x0bf0ba3962a189d56f358143f38b7ffd26b8d48f,base,,0x095ea7b3,,5,,,,,,,,,,,,
0x6ff2241756549b5816a177659e766eaf14b34429,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x7f2ff89d3c45010c976ea6bb7715dc7098af786e,base,,0xf305d719,,5,,,,,,,,,,,,
0x5b2e79febe5f84e82f38fa3f312342f48fffe9ce,bsc,,0xb15b76ee,,5,,,,,,,,,,,,
0xfbbf371c9b0b994eebfcc977cef603f7f31c070d,bsc,,0xa22cb465,,5,,,,,,,,,,,,
0x823556202e86763853b40e9cde725f412e294689,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xb95db5b167d75e6d04227cfffa61069348d271f5,arb,,0x0f3aa554,,5,,,,,,,,,,,,
0x850f078a8469b1c7cdfd6635aaf02fd370382eb7,eth,,0x51cff8d9,,5,,,,,,,,,,,,
0xb688ba096b7bb75d7841e47163cd12d18b36a5bf,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0x0b2c639c533813f4aa9d7837caf62653d097ff85,op,,0xa9059cbb,,5,,,,,,,,,,,,
0x9888f6206d9e1bf0ddbf031a0695c3bc9da20f89,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0x44ecc644449fc3a9858d2007caa8cfaa4c561f91,base,,0x095ea7b3,,5,,,,,,,,,,,,
0x756fc5e6bdb26a85594346d7d0520e1c0e492452,base,,0xd826f88f,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,base,,0x37c6145a,,5,,,,,,,,,,,,
0x2eb9ea9df49bebb97e7750f231a32129a89b82ee,bsc,,0x2d62fc1a,,5,,,,,,,,,,,,
0x1111111254eeb25477b68fb85ed929f73a960582,eth,,0x2521b930,,5,,,,,,,,,,,,
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x3dc8f8ec,,5,,,,,,,,,,,,
0xe66573518632879fff72d52decc0aab7f49c2e27,eth,,0x47978479,,5,,,,,,,,,,,,
0x14d4bd92d17c9510f0629cf69b7fccf0a621e6b8,base,,0xa694fc3a,,5,,,,,,,,,,,,
0x63dbd62c0e10b9c13e889a07ec911f794deb7433,matic,,0xf60f7798,,5,,,,,,,,,,,,
0x3335733c454805df6a77f825f266e136fb4a3333,matic,,0xe1fcde8e,,5,,,,,,,,,,,,
0x64ad353bc90a04361c4810ae7b3701f3beb48d7e,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xb36135b700df1f740b82c914a10ba045eca38af1,eth,,0x454b0608,,5,,,,,,,,,,,,
0x58dd173f30ecffdfebcd242c71241fb2f179e9b9,base,,0xba002b70,,5,,,,,,,,,,,,
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,,0x736da5ad,,5,,,,,,,,,,,,
0xba12222222228d8ba445958a75a0704d566bf2c8,op,,0xfa6e671d,,5,,,,,,,,,,,,
0xabefcff81b1f00905f5efc5871626e793e20a5dc,linea,,0x2e4dbe8f,,5,,,,,,,,,,,,
0x943ac2310d9bc703d6ab5e5e76876e212100f894,zksync,,0x75ceafe6,,5,,,,,,,,,,,,
0x48a9bf0f5467d6760edeb50a80398d8a9eaae989,linea,,0x294652d5,,5,,,,,,,,,,,,
0x76ba3ec5f5adbf1c58c91e86502232317eea72de,arb,,0x7fd7d062,,5,,,,,,,,,,,,
0x2859a4ebcb58c8dd5cac1419c4f63a071b642b20,polygon-zkevm,,0xeed33cef,,5,,,,,,,,,,,,
0xf25304e75026e6a35fedca3b0889ae5c4d3c55d8,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x9eeaecbe2884aa7e82f450e3fc174f30fc2a8de3,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x82147c5a7e850ea4e28155df107f2590fd4ba327,avax,,0x30b70002,,5,,,,,,,,,,,,
0x88f753c48008b938dd7f78751d3106d04ee432e3,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x49f583d263e4ef938b9e09772d3394c71605df94,eth,,0xa26e1186,,5,,,,,,,,,,,,
0x539bde0d7dbd336b79148aa742883198bbf60342,arb,,0xa9059cbb,,5,,,,,,,,,,,,
0xfbd849e6007f9bc3cc2d6eb159c045b8dc660268,arb,,0x3ccfd60b,,5,,,,,,,,,,,,
0x785d0b89499ebae634e1791987c267b011b154ae,eth,,0x77f8c745,,5,,,,,,,,,,,,
0xd97ebdd4a104e8336760c6350930a96a9a659a66,arb,,0xd13aafea,,5,,,,,,,,,,,,
0x413d9203fa4e57c928b5b3422ebc32100db3a542,zksync,,0x27d7270c,,5,,,,,,,,,,,,
0xc9cb578d613d729c3c4c8ef7d46cb814570f2baa,arb,,0x45311463,,5,,,,,,,,,,,,
0x5ad02305ba9a4985390170337582986e419f1a2c,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x8aabf768f1888bbb66c04bd528e86f253023c797,eth,,0x17c2d052,,5,,,,,,,,,,,,
0xd8f9c59176ae25414fc4180f6433fc45b0cbb632,arb,,0xcc213929,,5,,,,,,,,,,,,
0xbd5f8134e78f3fd4efc65b1db552e8b621f1675c,matic,,0x51905636,,5,,,,,,,,,,,,
0xa091d4696a83371977551712782875b56568a138,base,,0xa0712d68,,5,,,,,,,,,,,,
0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,eth,,0xa9059cbb,,5,,,,,,,,,,,,
0x2ad82a4e39bac43a54ddfe6f94980aaf0d1409ef,op,,0xd6febde8,,5,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,matic,,0xed178619,,5,,,,,,,,,,,,
0x2de89c7a9902291ac9c4f81a8121be491e258aa9,base,,0x441a3e70,,5,,,,,,,,,,,,
0x9adf0d2c4feeac572ac1e2ca6a0d453017b5f7d9,base,,0x095ea7b3,,5,,,,,,,,,,,,
0x07e56b727e0eacfa53823977599905024c2de4f0,matic,,0x06e75722,,5,,,,,,,,,,,,
0x0000000000000000000000000000000000000000,eth,,0x64617461,,5,,,,,,,,,,,,
0xd650c5aa88bb8ffc9bce38f5554e38e91f33e300,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,bsc,,0x4d8160ba,,5,,,,,,,,,,,,
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x3335733c454805df6a77f825f266e136fb4a3333,eth,,0xe1fcde8e,,5,,,,,,,,,,,,
0xdeb0f00071497a5cc9b4a6b96068277e57a82ae2,eth,,0x300dd6cf,,5,,,,,,,,,,,,
0x54c61e0a2ce6d5a70c042df1604c04a36c58926f,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xe4ec51b0178be878c9febd0ed19db5e127f14696,arb,,0x13619aca,,5,,,,,,,,,,,,
0x0a9f824c05a74f577a536a8a0c673183a872dff4,op,,0xae30f6ee,,5,,,,,,,,,,,,
0x67a9e34a763395266612ffc8c9305eb2fca4d4be,op,,0x3d13f874,,5,,,,,,,,,,,,
0x327df1e6de05895d2ab08513aadd9313fe505d86,base,,0x2195995c,,5,,,,,,,,,,,,
0x176211869ca2b568f2a7d4ee941e073a821ee1ff,linea,,0xa9059cbb,,5,,,,,,,,,,,,
0x3d9907f9a368ad0a51be60f7da3b97cf940982d8,arb,,0xa9059cbb,,5,,,,,,,,,,,,
0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x6a4732395e70634dc1a5d4e5620340c311f08c01,eth,,0xb88d4fde,,5,,,,,,,,,,,,
0x03caec60a734da03f3ee8f8aca8834e8c3560e7e,eth,,0xf0f7df9c,,5,,,,,,,,,,,,
0x30d20208d987713f46dfd34ef128bb16c404d10f,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x704bf12276f5c4bc9349d0e119027ead839b081b,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xd8c3303d8792118a87193ca1f01ad6da7a6397b5,base,,0x095ea7b3,,5,,,,,,,,,,,,
0x6ee6d3e3a8947a3966fd6b00725a0954e00a2ad6,eth,,0xed82c703,,5,,,,,,,,,,,,
0xad6742a35fb341a9cc6ad674738dd8da98b94fb1,bsc,,0x095ea7b3,,5,,,,,,,,,,,,
0x1fa66e2b38d0cc496ec51f81c3e05e6a6708986f,zksync,,0xdb6b5246,,5,,,,,,,,,,,,
0x5ecc0446e8aa72b9bd74b8935687e1e4ca3478d3,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0x00189e4c4941d07153fc662b4169fe47a8219522,base,,0xc625e9b1,,5,,,,,,,,,,,,
0x7dbfdc0a2d18f690d35f38e66dfab795c0175dac,bsc,,0xe063cb50,,5,,,,,,,,,,,,
0x0f2c03d7240346c17ace551715c95210e7418d9e,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x00a1c271df375660f47293fd84b53572fded0107,zksync,,0x852a12e3,,5,,,,,,,,,,,,
0x0b9857ae2d4a3dbe74ffe1d7df045bb7f96e4840,eth,,0x08635a95,,5,,,,,,,,,,,,
0xccd05a0fcfc1380e9da27862adb2198e58e0d66f,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0xbfe47d6d4090940d1c7a0066b63d23875e3e2ac5,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xba12222222228d8ba445958a75a0704d566bf2c8,op,,0x945bcec9,,5,,,,,,,,,,,,
0xff8adec2221f9f4d8dfbafa6b9a297d17603493d,base,,0x095ea7b3,,5,,,,,,,,,,,,
0xd85b5e176a30edd1915d6728faebd25669b60d8b,bsc,,0xe5585666,,5,,,,,,,,,,,,
0xed17e645aa1aab0851a0d61b6dcadcaf2177d066,matic,,0x94d008ef,,5,,,,,,,,,,,,
0x5288c571fd7ad117bea99bf60fe0846c4e84f933,arb,,0x7b3a3c8b,,5,,,,,,,,,,,,
0x86cc280d0bac0bd4ea38ba7d31e895aa20cceb4b,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,matic,,0x0b4cb5d8,,5,,,,,,,,,,,,
0x11bf4f05eb28b802ed3ab672594decb20ffe2313,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0xfb7b4564402e5500db5bb6d63ae671302777c75a,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xbe68e51f75f34d8bc06d422056af117b8c23fd54,arb,,0x372500ab,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,matic,,0x0000018f,,5,,,,,,,,,,,,
0x017e9db34fc69af0dc7c7b4b33511226971cddc7,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x419147482d19709069a89676d76277972d87e7df,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x22fc5a29bd3d6cce19a06f844019fd506fce4455,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xb23d80f5fefcddaa212212f028021b41ded428cf,eth,,0xf104489f,,5,,,,,,,,,,,,
0x6ab0ca9c94fde313a3a1d34a8247ae6065bd2e73,ftm,,0x3593564c,,5,,,,,,,,,,,,
0x794a61358d6845594f94dc1db02a252b5b4814ad,arb,,0x563dd613,,5,,,,,,,,,,,,
0x7062e54aa1f2c734cea1132b5b65d4d6d55272be,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xf34e0cff046e154cafcae502c7541b9e5fd8c249,base,,0x095ea7b3,,5,,,,,,,,,,,,
0xcaaf554900e33ae5dbc66ae9f8adc3049b7d31db,matic,,0x095ea7b3,,5,,,,,,,,,,,,
0x839d6833cee34ffab6fa9057b39f02bd3091a1d6,eth,,0xe7f8f455,,5,,,,,,,,,,,,
0x4341a2c412b1b7bee50616de6e6e1172719c6351,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x847ae7a90c5d509f9f68e76641f20b70615baf74,base,,0x095ea7b3,,5,,,,,,,,,,,,
0x6781bfdf59c852e904a2507fea3966c89e79f1cf,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xdcd6d4a557ff208f01d4c2b5bf829078622c37c5,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x93b346b6bc2548da6a1e7d98e9a421b42541425b,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0x4f39f12064d83f6dd7a2bdb0d53af8be560356a6,eth,,0x8e9171b0,,5,,,,,,,,,,,,
0xb17548c7b510427baac4e267bea62e800b247173,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xc6459e36e1962ce4e2f783772732511bd82e1184,zksync,,0x7fc83eb4,,5,,,,,,,,,,,,
0xe841e6e68becfc54b621a23a41f8c1a829a4cf44,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x33890b88f98a9d511678954ad8db0510b6953cfc,eth,,0x51e3fc17,,5,,,,,,,,,,,,
0x4e78011ce80ee02d2c3e649fb657e45898257815,matic,,0x095ea7b3,,5,,,,,,,,,,,,
0x278721bda99deca1adcd8f9a9386942933930066,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x0000018f,,5,,,,,,,,,,,,
0x0c48250eb1f29491f1efbeec0261eb556f0973c7,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x84d05333f1f5bf1358c3f63a113b1953c427925d,zksync,,0x1e9a6950,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x0000018e,,5,,,,,,,,,,,,
0x80122c6a83c8202ea365233363d3f4837d13e888,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x3f14920c99beb920afa163031c4e47a3e03b3e4a,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x81004c9b697857fd54e137075b51506c739ef439,bsc,,0xc45dec27,,5,,,,,,,,,,,,
0x6f85e53b3c563d82925dc9ee1f37897afdc912e3,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xa9e8acf069c58aec8825542845fd754e41a9489a,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xb94d1959084081c5a11c460012ab522f5a0fd756,arb,,0xddc63262,,5,,,,,,,,,,,,
0x251b5f14a825c537ff788604ea1b58e49b70726f,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xf7de7e8a6bd59ed41a4b5fe50278b3b7f31384df,bsc,,0x695ef6bf,,5,,,,,,,,,,,,
0x1619de6b6b20ed217a58d00f37b9d47c7663feca,arb,,0xa5977fbb,,5,,,,,,,,,,,,
0xe3e3a6cf662a6d7b2b8a60e8ae44636c7e014476,arb,,0x08c7750e,,5,,,,,,,,,,,,
0xe0dcb3e02798d1c6a9650fe1381015ec34705153,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x3c4fa639c8d7e65c603145adad8bd12f2358312f,bsc,,0x4cd480bd,,5,,,,,,,,,,,,
0x807534b396919783b7e30383fe57d857bc084338,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x8b396ddf906d552b2f98a8e7d743dd58cd0d920f,op,,0x656f3d64,,5,,,,,,,,,,,,
0x34be5b8c30ee4fde069dc878989686abe9884470,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xd12999440402d30f69e282d45081999412013844,op,,0x51905636,,5,,,,,,,,,,,,
0x3e34eabf5858a126cb583107e643080cee20ca64,eth,,0x4e71d92d,,5,,,,,,,,,,,,
0xa19fd5ab6c8dcffa2a295f78a5bb4ac543aaf5e3,arb,,0x4786055f,,5,,,,,,,,,,,,
0x8c42bc76e6fdb2c7ba8a585adb69b3cc0d5f7ff2,arb,,0xff9226ea,,5,,,,,,,,,,,,
0x1b37c1669fa0e92a3cfdc64b13d25c94a295a6fa,base,,0x542570c4,,5,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,base,,0x4630a0d8,,5,,,,,,,,,,,,
0x8731d54e9d02c286767d56ac03e8037c07e01e98,matic,,0x441a3e70,,5,,,,,,,,,,,,
0x5f6ae08b8aeb7078cf2f96afb089d7c9f51da47d,eth,,0x0a553dcb,,5,,,,,,,,,,,,
0x2f87bf58d5a9b2efade55cdbd46153a0902be6fa,base,,0x5a47ddc3,,5,,,,,,,,,,,,
0x17b61131183d29782239c831d7e8ef2dc9f2855d,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x29fa7d2afedf11419206cea7e18bd0edb0b30e11,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x438670d41d5118003b2f42cc0466fbadd760dbf4,linea,,0xea540632,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,base,,0x00000181,,5,,,,,,,,,,,,
0x3780c804b48a8e21a6325cbea71cff92c4715050,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xe6160325a53de4deca66e3d88d7e4f25040acce0,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,op,,0x3a3f7332,,5,,,,,,,,,,,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,arb,,0x3865bde6,,5,,,,,,,,,,,,
0x1bacc2205312534375c8d1801c27d28370656cff,arb,,0x76a9099a,,5,,,,,,,,,,,,
0xb95db5b167d75e6d04227cfffa61069348d271f5,arb,,0x53a8aa03,,5,,,,,,,,,,,,
0x1066a8eb3d90af0ad3f89839b974658577e75be2,op,,0x34c7fec9,,5,,,,,,,,,,,,
0x8b5cc5e37c7fa12305669c3a7fc520663932b55d,arb,,0xefef39a1,,5,,,,,,,,,,,,
0x299a1503e88433c0fd1bd68625c25c5a703eb64f,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x9a27d13a4896baa03843a0728dff6007d665f8ee,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x16cd38b1b54e7abf307cb2697e2d9321e843d5aa,arb,,0x85edd8ae,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,base,,0x00000189,,5,,,,,,,,,,,,
0x13a7dedb7169a17be92b0e3c7c2315b46f4772b3,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0x82635af6146972cd6601161c4472ffe97237d292,avax,,0x3593564c,,5,,,,,,,,,,,,
0x00005ea00ac477b1030ce78506496e8c2de24bf5,base,,0x161ac21f,,5,,,,,,,,,,,,
0xd729345aa12c5af2121d96f87b673987f354496b,eth,,0x072278c8,,5,,,,,,,,,,,,
0x14d1864cd34a7a10c3c556747d3ba456fecd5dc1,arb,,0x5a316e1c,,5,,,,,,,,,,,,
0x5220dcff120e00cc238945686277f0e50782a22d,eth,,0xd3c9727c,,5,,,,,,,,,,,,
0x4e537a3a1e59fcdfa225fa470976b356786888cc,eth,,0x3593564c,,5,,,,,,,,,,,,
0x62c5aa8277e49b3ead43dc67453ec91dc6826403,arb,,0xd9caed12,,5,,,,,,,,,,,,
0x162539172b53e9a93b7d98fb6c41682de558a320,matic,,0x095ea7b3,,5,,,,,,,,,,,,
0xd0318da435dbce0b347cc6faa330b5a9889e3585,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xa86dd95c210dd186fa7639f93e4177e97d057576,arb,,0xc2998238,,5,,,,,,,,,,,,
0x0000000000e655fae4d56241588680f86e3b2377,eth,,0x79ed31d4,,5,,,,,,,,,,,,
0x8943c7bac1914c9a7aba750bf2b6b09fd21037e0,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x03ba203c1399add5d358195d66495ebfb9617c5e,eth,,0xd7bb99ba,,5,,,,,,,,,,,,
0x5422aa06a38fd9875fc2501380b40659feebd3bb,arb,,0xb989185a,,5,,,,,,,,,,,,
0x150f94b44927f078737562f0fcf3c95c01cc2376,eth,stargate,0xed995307,,5,,,,,,,,,,,,
0x2332137ae0386783ffbcf40d9f17e50890917e15,bsc,,0x51905636,,5,,,,,,,,,,,,
0xc944e90c64b2c07662a292be6244bdf05cda44a7,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x7afe30cb3e53dba6801aa0ea647a0ecea7cbe18d,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x4f8b986ecffe7bed5dbeb2b49310fb00ca85a539,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x3d5fa1cf7d356474f72c8cb24f7a6117b40f8c40,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x08a12ffedf49fa5f149c73b07e31f99249e40869,bsc,,0xce5494bb,,5,,,,,,,,,,,,
0xd057b63f5e69cf1b929b356b579cba08d7688048,eth,,0x3e9ffbea,,5,,,,,,,,,,,,
0xe27f392681091b01f2f210bc853b337062fa697a,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,eth,,0x00000188,,5,,,,,,,,,,,,
0x7ca5af5ba3472af6049f63c1abc324475d44efc1,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x03f1ab8b19bce21eb06c364aec9e40322572a1e9,op,,0xac9650d8,,5,,,,,,,,,,,,
0x135a32c16765cef67dec3ae53b03f8c21feec0d8,zksync,,0xfd74537f,,5,,,,,,,,,,,,
0x4aa42145aa6ebf72e164c9bbc74fbd3788045016,eth,,0x3f7658fd,,5,,,,,,,,,,,,
0x66cd7d0cc677f42f6662622c60a5e60ef573db67,arb,,0x3b718dc6,,5,,,,,,,,,,,,
0xe1efd5c259c6fea2536e41e084314838ddea881f,matic,,0xae2ac67a,,5,,,,,,,,,,,,
0x085115c88af1472b784695fd2f408dbdab29056a,eth,,0xefef39a1,,5,,,,,,,,,,,,
0x941a6d105802cccaa06de58a13a6f49ebdcd481c,eth,,0xbb23db72,,5,,,,,,,,,,,,
0xa4aff9170c34c0e38fed74409f5742617d9e80dc,bsc,,0x40d097c3,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,op,,0x00000005,,5,,,,,,,,,,,,
0xe1f9ac62a2f34881f6fe0f84322de9d7024c2b8e,base,,0x095ea7b3,,5,,,,,,,,,,,,
0xbc7f67fa9c72f9fccf917cbcee2a50deb031462a,linea,,0x4422a8dd,,5,,,,,,,,,,,,
0x4a6ea314001d49ac13affcf6f1a8073b05ac2932,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x45804880de22913dafe09f4980848ece6ecbaf78,eth,,0xa9059cbb,,5,,,,,,,,,,,,
0x2d18f2d27d50c9b4013deba3d54f60996bd8847e,bsc,,0x4d8eb822,,5,,,,,,,,,,,,
0x9ada21a8bc6c33b49a089cfc1c24545d2a27cd81,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xa19f5264f7d7be11c451c093d8f92592820bea86,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x8c578a6e31fc94b1facd58202be53a8385bacbf7,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xeea7c78b258bd908256a1afa4e2f311e26c992f3,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,eth,,0x8bf6ef99,,5,,,,,,,,,,,,
0x82f0b8b456c1a451378467398982d4834b6829c1,ftm,,0x095ea7b3,,5,,,,,,,,,,,,
0x4f92ae4960a6ac49fa88bcf9d6d4b8c53f626a55,op,,0xdf6516bd,,5,,,,,,,,,,,,
0x3a23f943181408eac424116af7b7790c94cb97a5,arb,,0x0000018e,,5,,,,,,,,,,,,
0x963590fabdc1333d03bc3af42a6b2ab33e21e2ee,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x6330d5f08f51057f36f46d6751ecdc0c65ef7e9e,op,,0x34c7fec9,,5,,,,,,,,,,,,
0xcaeda9650ccd356af7776057a105f9e6ffe68213,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xd0e94bf2466979b81d738c34058d4a6559c4d8be,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x9e92b9ef3c3cc4053591002f4f04d2aef87bf2d2,arb,,0x095ea7b3,,5,,,,,,,,,,,,
0x63097e97ba51b64547cf1f4ba154495d7af74582,arb,,0x39509351,,5,,,,,,,,,,,,
0x5d4aa6ff9de7963ead5a17b454dc1093ca9e98e7,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xdb5889e35e379ef0498aae126fc2cce1fbd23216,eth,,0x70fef1da,,5,,,,,,,,,,,,
0xb2c7f411aa425d3fce42751e576a01b1ff150385,op,,0x434dcfba,,5,,,,,,,,,,,,
0xbe56ab825fd35678a32dc35bc4eb17e238e1404f,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x49d72e3973900a195a155a46441f0c08179fdb64,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x269727f088f16e1aea52cf5a97b1cd41daa3f02d,base,,0xe0db3fcf,,5,,,,,,,,,,,,
0x785c34312dfa6b74f6f1829f79ade39042222168,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,eth,,0x02c205f0,,5,,,,,,,,,,,,
0xc4abade3a15064f9e3596943c699032748b13352,arb,,0xc2a672e0,,5,,,,,,,,,,,,
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,eth,,0x38ed1739,,5,,,,,,,,,,,,
0x7f2ff89d3c45010c976ea6bb7715dc7098af786e,base,,0x18cbafe5,,5,,,,,,,,,,,,
0xa61beb4a3d02decb01039e378237032b351125b4,polygon-zkevm,,0x095ea7b3,,5,,,,,,,,,,,,
0x794a61358d6845594f94dc1db02a252b5b4814ad,matic,,0x69328dec,,5,,,,,,,,,,,,
0x1a178cfd768f74b3308cbca9998c767f4e5b2cf8,eth,,0xa22cb465,,5,,,,,,,,,,,,
0x3bdca51226202fc2a64211aa35a8d95d61c6ca99,eth,,0xb82ff298,,5,,,,,,,,,,,,
0x2f102e69cbce4938cf7fb27adb40fad097a13668,eth,,0xa22cb465,,5,,,,,,,,,,,,
0xb1c064c3f2908f741c9dea4afc5773238b53e6cc,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x5de6949717f3aa8e0fbed5ce8b611ebcf1e44ae9,base,,0x2ad26a04,,5,,,,,,,,,,,,
0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0xf56605276cefffe32dfd8b6bf80b93c2a6840136,ftm,,0x126928c4,,5,,,,,,,,,,,,
0x86734d3819db5525f0bc25e3593a9f3cfc3bb0d5,eth,,0x095ea7b3,,5,,,,,,,,,,,,
0x4a364f8c717caad9a442737eb7b8a55cc6cf18d8,bsc,stargate,0xc4de93a5,,5,,,,,,,,,,,,
0x49614552cbd60156ea66279bd2a3ac97816430fb,base,,0x095ea7b3,,5,,,,,,,,,,,,
0xae60ac8e69414c2dc362d0e6a03af643d1d85b92,eth,,0xb7d29a35,,5,,,,,,,,,,,,
0x7ff771b03145770402918d8003e4c27141334a90,eth,,0x4a21a2df,,5,,,,,,,,,,,,
0x3335733c454805df6a77f825f266e136fb4a3333,op,,0xe1fcde8e,,5,,,,,,,,,,,,
0x9d03ab31c0e71d909c68d3f6bb7483577ba8dcd7,matic,,0x095ea7b3,,5,,,,,,,,,,,,
0x0782b6d8c4551b9760e74c0545a9bcd90bdc41e5,bsc,,0x095ea7b3,,5,,,,,,,,,,,,
